	Maximo		Minimo		Promedio
Hidra	4517.602492	717.702390	1978.710372
Turbi	485.359059	105.706304	267.703797
Nucle	5199.740516	3562.254807	4584.355000
Carbo	882.232497	176.266719	531.181376
Fuel 	0.000000	-0.000001	-0.000000
Motor	258.860338	160.418085	211.067820
Turbi	85.527648	18.026130	45.043852
Turbi	122.696655	33.486942	96.470439
Ciclo	8460.459145	1544.065785	4693.235270
Hidro	3.578218	0.367104	1.915795
Eolic	7101.249123	3234.274816	5070.885382
Solar	3381.156659	848.403074	2035.224384
Solar	828.492494	59.778183	367.866677
Otras	436.423907	319.642072	390.673634
Cogen	2405.236806	739.190810	1827.013198
Nreno	212.202012	127.558061	172.437826
Renov	82.210439	59.595066	73.152012
Total	26409.488103	19863.791971	22346.936833

Valor relativo mensual:
Hidra	16.693139
Turbi	1.318762
Nucle	21.393289
Carbo	2.295680
Fuel 	0.000000
Motor	0.838330
Turbi	0.118353
Turbi	0.478419
Ciclo	11.228676
Hidro	0.004086
Eolic	29.216665
Solar	3.490584
Solar	0.422267
Otras	1.607006
Cogen	9.895864
Nreno	0.752637
Renov	0.246242
**********
Hidra	21.375599
Turbi	1.898769
Nucle	20.622858
Carbo	0.834028
Fuel 	0.000000
Motor	0.759038
Turbi	0.085293
Turbi	0.496635
Ciclo	7.305940
Hidro	0.005803
Eolic	29.785496
Solar	4.607121
Solar	0.653822
Otras	1.727951
Cogen	8.697510
Nreno	0.817342
Renov	0.326794
**********
Hidra	16.813976
Turbi	1.496998
Nucle	21.871854
Carbo	1.095791
Fuel 	0.000000
Motor	0.784190
Turbi	0.126280
Turbi	0.455978
Ciclo	9.734684
Hidro	0.008695
Eolic	25.373448
Solar	7.642408
Solar	1.606609
Otras	1.626719
Cogen	10.199594
Nreno	0.834235
Renov	0.328542
**********
Hidra	13.793813
Turbi	0.772246
Nucle	21.091739
Carbo	1.357262
Fuel 	0.000000
Motor	0.942434
Turbi	0.123382
Turbi	0.355034
Ciclo	17.007083
Hidro	0.004200
Eolic	20.581535
Solar	8.369553
Solar	1.340616
Otras	1.971194
Cogen	11.021332
Nreno	0.894928
Renov	0.373649
**********
Hidra	10.548740
Turbi	1.166056
Nucle	21.362649
Carbo	1.621432
Fuel 	0.000000
Motor	0.871272
Turbi	0.121712
Turbi	0.304896
Ciclo	11.942817
Hidro	0.015764
Eolic	23.377376
Solar	11.669072
Solar	3.153643
Otras	1.909642
Cogen	10.777573
Nreno	0.866244
Renov	0.291113
**********
Hidra	10.986082
Turbi	0.532156
Nucle	18.548210
Carbo	2.384133
Fuel 	0.000000
Motor	1.038173
Turbi	0.171766
Turbi	0.168583
Ciclo	18.419841
Hidro	0.015113
Eolic	18.547167
Solar	11.707592
Solar	3.299278
Otras	1.802325
Cogen	10.981170
Nreno	0.998165
Renov	0.400245
**********
Hidra	9.847517
Turbi	0.516542
Nucle	22.816694
Carbo	1.386574
Fuel 	-0.000000
Motor	1.067787
Turbi	0.180801
Turbi	0.294758
Ciclo	16.571613
Hidro	0.015948
Eolic	19.094062
Solar	11.666270
Solar	3.692566
Otras	1.572035
Cogen	9.997992
Nreno	0.913745
Renov	0.365096
**********
Hidra	8.724764
Turbi	0.739806
Nucle	23.865099
Carbo	1.478708
Fuel 	0.000000
Motor	1.199247
Turbi	0.221843
Turbi	0.461631
Ciclo	18.750633
Hidro	0.012339
Eolic	17.360193
Solar	11.099396
Solar	3.064340
Otras	1.902181
Cogen	9.757992
Nreno	0.983089
Renov	0.378738
**********
Hidra	6.750968
Turbi	0.571313
Nucle	23.638887
Carbo	2.306009
Fuel 	0.000000
Motor	1.242041
Turbi	0.345124
Turbi	0.547204
Ciclo	23.893029
Hidro	0.006909
Eolic	15.632923
Solar	9.318618
Solar	2.162731
Otras	1.915417
Cogen	10.470632
Nreno	0.869149
Renov	0.329047
**********
Hidra	4.958726
Turbi	1.124868
Nucle	23.011616
Carbo	2.555992
Fuel 	0.000000
Motor	1.131934
Turbi	0.224452
Turbi	0.545123
Ciclo	21.357562
Hidro	0.008982
Eolic	21.127403
Solar	8.613064
Solar	1.590446
Otras	2.098643
Cogen	10.409229
Nreno	0.908705
Renov	0.333255
**********
Hidra	5.210971
Turbi	0.881090
Nucle	15.476156
Carbo	2.504323
Fuel 	0.000000
Motor	0.882200
Turbi	0.130591
Turbi	0.500089
Ciclo	27.446866
Hidro	0.004952
Eolic	27.899138
Solar	5.856178
Solar	0.749103
Otras	1.887076
Cogen	9.443827
Nreno	0.778796
Renov	0.348644
**********
Hidra	10.625231
Turbi	1.130495
Nucle	16.430523
Carbo	3.015363
Fuel 	0.000000
Motor	0.903852
Turbi	0.121745
Turbi	0.472942
Ciclo	21.587782
Hidro	0.005143
Eolic	28.942204
Solar	4.287729
Solar	0.435413
Otras	1.827932
Cogen	9.110274
Nreno	0.759041
Renov	0.344333
**********
Hidra	8.582951
Turbi	0.887313
Nucle	20.773415
Carbo	2.921379
Fuel 	0.000000
Motor	0.864630
Turbi	0.141743
Turbi	0.483204
Ciclo	24.270896
Hidro	0.004571
Eolic	22.280892
Solar	6.457370
Solar	0.703549
Otras	1.763877
Cogen	8.838334
Nreno	0.699303
Renov	0.326575
**********
Hidra	5.563115
Turbi	1.349764
Nucle	22.589463
Carbo	2.692282
Fuel 	0.000000
Motor	0.878642
Turbi	0.162532
Turbi	0.485924
Ciclo	22.116954
Hidro	0.007017
Eolic	22.314399
Solar	8.015878
Solar	0.985725
Otras	1.775095
Cogen	10.033523
Nreno	0.684383
Renov	0.345305
**********
Hidra	7.754660
Turbi	1.203304
Nucle	20.945109
Carbo	3.098804
Fuel 	0.000000
Motor	0.911555
Turbi	0.170761
Turbi	0.502728
Ciclo	17.019077
Hidro	0.009343
Eolic	28.686341
Solar	6.394974
Solar	0.529784
Otras	1.862586
Cogen	9.741870
Nreno	0.808487
Renov	0.360617
**********
Hidra	8.192937
Turbi	1.548026
Nucle	20.296517
Carbo	3.176872
Fuel 	0.000000
Motor	0.942942
Turbi	0.158945
Turbi	0.476465
Ciclo	14.467618
Hidro	0.008057
Eolic	26.002394
Solar	11.867482
Solar	1.897732
Otras	1.978645
Cogen	7.860023
Nreno	0.790425
Renov	0.334919
**********
Hidra	8.704342
Turbi	1.357881
Nucle	18.412790
Carbo	2.386999
Fuel 	0.000000
Motor	0.977361
Turbi	0.191573
Turbi	0.393262
Ciclo	16.815663
Hidro	0.008681
Eolic	21.226063
Solar	15.308218
Solar	2.813059
Otras	1.799170
Cogen	8.470428
